"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"410","Alex Petrovic","FLA","D","49","64.3","16","95","14.41","13","75","14.77","12","52","18.75","2","4","33.33","0.99","6.22","13.78","9","48","15.79","6","24","20.00","2","2","50.00","3","24","11.11","0","1","0.00","6","45","11.76","0","1","0.00","16.67","92.31","1.090","1","4","27","51","3.57","3","7","48","5.88"
"273","Alex Pietrangelo","STL","D","80","241.38333333333","40","397","9.15","36","308","10.47","27","225","10.71","1","26","3.70","2.54","26.08","8.89","22","193","10.23","9","77","10.47","1","11","8.33","13","116","10.08","0","14","0.00","11","193","5.39","0","1","0.00","3.70","88.44","0.921","6","28","165","120","3.51","11","44","266","3.97"
"426","Alexander Burmistrov","ARI, WPG","C","49","43.716666666667","6","73","7.59","6","51","10.53","6","39","13.33","1","6","14.29","0.25","4.91","4.84","1","35","2.78","0","14","0.00","0","3","0.00","1","21","4.55","0","0","-","3","32","8.57","1","3","25.00","16.67","84.62","1.013","2","5","18","52","10.00","2","11","21","8.70"
"135","Alexander Edler","VAN","D","68","175.81666666667","29","302","8.76","27","221","10.89","22","171","11.40","0","23","0.00","1.77","19.67","8.25","18","179","9.14","7","67","9.46","0","11","0.00","11","112","8.94","0","8","0.00","8","118","6.35","0","4","0.00","0.00","86.55","0.865","5","22","120","43","4.00","16","32","186","7.92"
"122","Alexander Radulov","MTL","R","76","1.0666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","0","0","3","100.00","1","0","0","100.00"
"72","Alexander Steen","STL","L","76","140.93333333333","12","253","4.53","10","187","5.08","6","140","4.11","0","19","0.00","0.46","15.29","2.94","4","119","3.25","2","41","4.65","0","8","0.00","2","78","2.50","0","8","0.00","4","129","3.01","0","3","0.00","0.00","86.43","0.864","3","29","146","89","2.01","7","32","196","3.45"
"667","Alexander Wennberg","CBJ","C","80","50.966666666667","8","62","11.43","4","44","8.33","4","33","10.81","0","4","0.00","0.27","4.64","5.57","4","21","16.00","2","14","12.50","0","2","0.00","2","7","22.22","0","0","-","3","38","7.32","0","2","0.00","0.00","87.88","0.879","3","7","22","73","12.00","3","7","23","11.54"
"76","Alexandre Burrows","OTT, VAN","L","75","88.5","18","162","10.00","16","136","10.53","13","98","11.71","1","14","6.67","1.16","11.45","9.17","9","104","7.96","6","36","14.29","1","9","10.00","3","68","4.23","0","3","0.00","7","57","10.94","0","2","0.00","7.69","85.71","0.934","5","5","64","63","7.25","9","9","82","9.89"
"755","Alexandre Carrier","NSH","D","2","0.016666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"134","Alexei Emelin","MTL","D","76","195.98333333333","30","318","8.62","24","243","8.99","20","174","10.31","1","28","3.45","1.49","22.05","6.32","14","152","8.43","6","73","7.59","0","12","0.00","8","79","9.20","1","5","16.67","6","155","3.73","0","11","0.00","5.00","83.91","0.889","3","18","136","67","2.16","9","32","215","4.02"
"464","Alexey Marchenko","DET, TOR","D","41","71.766666666667","11","140","7.28","10","104","8.77","8","69","10.39","1","11","8.33","0.72","9.03","7.41","6","70","7.89","4","23","14.81","1","4","20.00","2","47","4.08","0","5","0.00","3","66","4.35","0","2","0.00","12.50","84.06","0.966","3","11","52","28","5.45","6","22","75","7.41"
"379","Anders Lee","NYI","C, L","81","0.65","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","3","-","0","1","0","-"
"634","Andre Burakovsky","WSH","L","64","1.8333333333333","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.13","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","100.00","-","1.00","0","0","0","4","-","0","0","0","-"
"596","Andreas Athanasiou","DET","C","64","33.4","10","53","15.87","8","45","15.09","7","34","17.07","0","6","0.00","0.42","3.85","9.81","3","28","9.68","1","13","7.14","0","3","0.00","2","15","11.76","0","2","0.00","6","24","20.00","0","1","0.00","0.00","82.35","0.824","4","5","10","38","28.57","4","5","12","25.00"
"708","Andreas Englund","OTT","D","5","0.88333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.05","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","2","0.00","0","0","1","0.00"
"749","Andreas Martinsen","COL, MTL","L","64","57.983333333333","17","85","16.67","14","61","18.67","13","36","26.53","1","3","25.00","0.46","4.42","9.38","4","30","11.76","2","11","15.38","1","3","25.00","2","19","9.52","0","0","-","5","49","9.26","0","0","-","7.69","91.67","0.994","2","5","34","73","5.56","3","6","44","6.38"
"18","Andrei Markov","MTL","D","62","105.68333333333","16","172","8.51","13","132","8.97","10","92","9.80","2","11","15.38","0.75","12.5","5.69","7","94","6.93","4","40","9.09","1","5","16.67","3","54","5.26","0","2","0.00","8","74","9.76","1","4","20.00","20.00","88.04","1.080","2","13","62","73","3.13","6","20","82","6.82"
"133","Andrej Sekera","EDM","D","80","162.23333333333","37","297","11.08","30","206","12.71","25","141","15.06","3","16","15.79","1.99","21.79","8.36","22","146","13.10","6","66","8.33","2","9","18.18","16","80","16.67","0","4","0.00","9","139","6.08","1","3","25.00","12.00","88.65","1.007","3","21","119","70","2.46","5","37","157","3.09"
"613","Andrej Sustr","T.B","D","80","165.75","26","279","8.52","22","202","9.82","20","156","11.36","1","16","5.88","1.53","18.01","7.81","16","135","10.60","5","63","7.35","1","5","16.67","11","72","13.25","0","7","0.00","6","135","4.26","0","4","0.00","5.00","89.74","0.947","6","13","112","88","5.08","8","24","142","5.33"
"161","Andrew Cogliano","ANA","C, L","82","145.58333333333","52","202","20.47","42","160","20.79","33","119","21.71","4","9","30.77","3.15","16.92","15.70","31","121","20.39","12","69","14.81","3","5","37.50","19","52","26.76","1","1","50.00","14","78","15.22","0","3","0.00","12.12","92.44","1.046","7","13","2","215","77.78","11","21","10","52.38"
"632","Andrew Copp","WPG","C","64","92.866666666667","18","146","10.98","16","108","12.90","13","74","14.94","1","12","7.69","1.24","8.32","12.98","9","62","12.68","4","23","14.81","0","6","0.00","5","39","11.36","0","4","0.00","5","77","6.10","1","2","33.33","7.69","83.78","0.915","4","13","38","107","9.52","6","25","46","11.54"
"182","Andrew Desjardins","CHI","C, L","46","30.016666666667","6","58","9.38","4","40","9.09","4","26","13.33","0","3","0.00","0.26","4.2","5.86","4","30","11.76","0","14","0.00","0","3","0.00","4","16","20.00","0","0","-","1","25","3.85","0","0","-","0.00","88.46","0.885","2","2","19","26","9.52","3","2","20","13.04"
"119","Andrew Ladd","NYI","L","78","64.533333333333","15","112","11.81","11","79","12.22","9","59","13.24","1","8","11.11","0.78","6.57","10.63","6","51","10.53","3","22","12.00","0","2","0.00","3","29","9.38","1","5","16.67","6","60","9.09","0","1","0.00","11.11","86.44","0.976","4","1","21","99","16.00","6","1","26","18.75"
"218","Andrew MacDonald","PHI","D","73","206.81666666667","26","358","6.77","24","256","8.57","20","175","10.26","1","30","3.23","1.23","22.23","5.25","11","174","5.95","3","63","4.55","0","11","0.00","8","111","6.72","0","10","0.00","12","169","6.63","1","9","10.00","5.00","82.86","0.879","3","16","136","112","2.16","8","32","191","4.02"
"481","Andrew Shaw","MTL","C","68","8.15","2","13","13.33","2","8","20.00","1","6","14.29","0","0","-","0.09","0.65","12.09","1","5","16.67","0","3","0.00","0","0","-","1","2","33.33","0","0","-","1","6","14.29","0","0","-","0.00","100.00","1.000","3","0","5","13","37.50","3","1","5","37.50"
"490","Andy Andreoff","L.A","C, L","36","6.0666666666667","2","6","25.00","2","5","28.57","1","3","25.00","0","0","-","0.11","0.36","23.75","1","2","33.33","0","2","0.00","0","0","-","1","0","100.00","0","0","-","1","4","20.00","0","0","-","0.00","100.00","1.000","0","1","2","13","0.00","0","1","2","0.00"
"185","Andy Greene","N.J","D","66","214.06666666667","25","335","6.94","18","253","6.64","15","175","7.89","3","25","10.71","1.41","22.93","5.79","12","168","6.67","6","67","8.22","2","12","14.29","6","101","5.61","0","5","0.00","10","157","5.99","0","8","0.00","20.00","85.71","1.057","4","22","137","48","2.84","13","46","245","5.04"
"736","Anthony Beauvillier","NYI","C, L","66","3.0666666666667","0","4","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","1","2","7","0.00","1","1","2","33.33"
"446","Anthony Bitetto","NSH","D","29","7.95","1","10","9.09","1","9","10.00","1","7","12.50","0","1","0.00","0.07","0.66","9.93","1","5","16.67","0","1","0.00","0","0","-","1","4","20.00","0","1","0.00","0","4","0.00","0","0","-","0.00","85.71","0.857","1","2","2","13","33.33","1","7","3","25.00"
"699","Anthony DeAngelo","ARI","D","39","2.7833333333333","0","6","0.00","0","6","0.00","0","5","0.00","0","2","0.00","0","1.2","0.00","0","4","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","60.00","0.60","0","0","1","6","0.00","0","1","1","0.00"
"627","Anthony Duclair","ARI","L","58","0.26666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.83","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","1","0","1","-","0","1","0","-"
"671","Anthony Mantha","DET","R","60","0.88333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"320","Antoine Roussel","DAL","L","60","120.16666666667","18","221","7.53","16","160","9.09","11","115","8.73","0","13","0.00","0.93","14.77","5.91","12","87","12.12","3","46","6.12","0","7","0.00","9","41","18.00","0","3","0.00","4","125","3.10","0","3","0.00","0.00","88.70","0.887","2","16","118","82","1.67","5","27","146","3.31"
"35","Antoine Vermette","ANA","C","72","66.133333333333","9","129","6.52","8","105","7.08","6","68","8.11","0","6","0.00","0.34","9.87","3.36","4","72","5.26","1","34","2.86","0","4","0.00","3","38","7.32","0","1","0.00","1","56","1.75","0","1","0.00","0.00","91.18","0.912","1","4","145","28","0.68","4","6","187","2.09"
"620","Anton Blidh","BOS","L","19","4.9833333333333","1","9","10.00","0","6","0.00","0","4","0.00","0","1","0.00","0","0.41","0.00","0","4","0.00","0","1","0.00","0","0","-","0","3","0.00","0","1","0.00","1","3","25.00","0","0","-","-","75.00","0.75","0","0","2","8","0.00","0","0","3","0.00"
"333","Anton Lander","EDM","C","22","41.85","5","75","6.25","4","55","6.78","4","38","9.52","2","4","33.33","0.33","4.68","6.53","4","38","9.52","2","16","11.11","2","1","66.67","2","22","8.33","0","2","0.00","1","33","2.94","0","1","0.00","50.00","89.47","1.395","0","4","41","16","0.00","2","5","54","3.57"
"717","Anton Lindholm","COL","D","12","14.1","1","17","5.56","1","12","7.69","1","11","8.33","0","4","0.00","0.1","1.22","7.54","1","11","8.33","1","3","25.00","0","1","0.00","0","8","0.00","0","3","0.00","0","5","0.00","0","0","-","0.00","63.64","0.636","0","0","1","17","0.00","0","2","2","0.00"
"629","Anton Slepyshev","EDM","L","41","0.48333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.04","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","1","0","3","-","0","1","0","-"
"180","Anton Stralman","T.B","D","73","191.45","31","320","8.83","29","248","10.47","23","184","11.11","2","24","7.69","2.31","18.86","10.91","12","145","7.64","9","53","14.52","2","6","25.00","3","92","3.16","0","9","0.00","14","165","7.82","0","9","0.00","8.70","86.96","0.957","6","27","145","72","3.97","10","40","200","4.76"
"156","Anze Kopitar","L.A","C","76","144.88333333333","30","234","11.36","24","169","12.44","17","111","13.28","1","13","7.14","1.51","16.66","8.32","15","117","11.36","6","54","10.00","1","10","9.09","9","63","12.50","0","1","0.00","11","110","9.09","0","2","0.00","5.88","88.29","0.942","5","13","146","61","3.31","10","20","197","4.83"
"215","Artem Anisimov","CHI","C","64","53.166666666667","7","93","7.00","7","68","9.33","7","49","12.50","0","5","0.00","0.37","6.75","5.17","4","54","6.90","1","25","3.85","0","4","0.00","3","29","9.38","0","1","0.00","1","36","2.70","0","0","-","0.00","89.80","0.898","0","2","38","60","0.00","0","3","46","0.00"
"748","Artemi Panarin","CHI","C, L","82","2.5833333333333","0","2","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0.14","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","-","50.00","0.50","1","1","0","8","100.00","1","1","0","100.00"
"650","Artturi Lehkonen","MTL","L","73","32.716666666667","6","40","13.04","6","34","15.00","5","21","19.23","1","3","25.00","0.29","2.87","9.06","2","23","8.00","1","8","11.11","0","0","-","1","15","6.25","0","1","0.00","3","14","17.65","1","2","33.33","20.00","85.71","1.057","2","7","12","44","14.29","2","7","18","10.00"
"744","Austin Czarnik","BOS","C","49","54.366666666667","10","65","13.33","9","43","17.31","7","28","20.00","0","1","0.00","0.39","3.04","11.48","4","26","13.33","2","10","16.67","0","0","-","2","16","11.11","0","1","0.00","5","35","12.50","0","0","-","0.00","96.43","0.964","3","1","8","79","27.27","5","3","11","31.25"
"418","Austin Watson","NSH","L","77","132.28333333333","14","207","6.33","13","162","7.43","11","115","8.73","2","19","9.52","1.01","13.05","7.18","5","104","4.59","3","33","8.33","1","11","8.33","2","71","2.74","0","5","0.00","6","93","6.06","1","3","25.00","18.18","83.48","1.017","4","16","108","81","3.57","4","21","140","2.78"
"762","Auston Matthews","TOR","C","82","0.86666666666667","3","0","100.00","3","0","100.00","2","0","100.00","0","0","-","0.37","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","0","0","8","100.00","2","0","0","100.00"
"545","Barclay Goodrow","S.J","R","3","1.2166666666667","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"413","Beau Bennett","N.J","R","65","1.15","1","2","33.33","1","2","33.33","1","1","50.00","0","0","-","0.05","0.22","17.22","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","1","0","2","-","0","1","0","-"
"376","Ben Chiarot","WPG","D","59","116.68333333333","26","194","11.82","25","143","14.88","21","102","17.07","2","16","11.11","1.77","12.09","12.74","15","99","13.16","7","33","17.50","0","6","0.00","8","66","10.81","0","8","0.00","7","84","7.69","2","2","50.00","9.52","84.31","0.938","1","11","63","70","1.56","7","27","87","7.45"
"633","Ben Harpur","OTT","D","6","1.6833333333333","1","3","25.00","1","3","25.00","0","1","0.00","0","1","0.00","0.02","0.22","8.12","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","1","1","50.00","0","0","-","-","0.00","0.00","0","0","1","3","0.00","0","0","1","0.00"
"609","Ben Hutton","VAN","D","71","38.283333333333","8","49","14.04","6","41","12.77","6","34","15.00","0","5","0.00","0.58","3.81","13.13","6","30","16.67","2","13","13.33","0","3","0.00","4","17","19.05","0","1","0.00","2","15","11.76","0","1","0.00","0.00","85.29","0.853","3","3","16","55","15.79","6","10","21","22.22"
"224","Ben Lovejoy","N.J","D","82","269.18333333333","28","422","6.22","24","315","7.08","21","218","8.79","2","34","5.56","1.6","28.11","5.37","14","202","6.48","6","78","7.14","2","15","11.76","8","124","6.06","0","9","0.00","11","205","5.09","0","10","0.00","9.52","84.40","0.939","4","29","178","69","2.20","11","55","303","3.50"
"314","Ben Smith","COL, TOR","R","40","87.366666666667","15","188","7.39","11","138","7.38","8","100","7.41","0","14","0.00","0.29","11.98","2.36","5","83","5.68","1","26","3.70","0","5","0.00","4","57","6.56","0","7","0.00","4","95","4.04","0","2","0.00","0.00","86.00","0.860","2","17","93","52","2.11","3","19","124","2.36"
"153","Benoit Pouliot","EDM","L","67","90.716666666667","22","152","12.64","19","104","15.45","17","58","22.67","0","8","0.00","1.3","8.9","12.78","13","62","17.33","3","29","9.38","0","3","0.00","10","33","23.26","0","1","0.00","6","85","6.59","0","4","0.00","0.00","86.21","0.862","1","14","55","89","1.79","3","23","63","4.55"
"487","Blake Coleman","N.J","C","23","24.116666666667","4","43","8.51","4","34","10.53","3","27","10.00","0","8","0.00","0.36","3.44","9.51","4","19","17.39","2","9","18.18","0","6","0.00","2","10","16.67","0","1","0.00","0","24","0.00","0","1","0.00","0.00","70.37","0.704","0","3","19","16","0.00","2","4","24","7.69"
"127","Blake Comeau","COL","L","77","144.85","32","231","12.17","26","180","12.62","16","134","10.67","2","20","9.09","1.83","16.83","9.79","14","115","10.85","10","46","17.86","1","9","10.00","4","69","5.48","0","7","0.00","9","108","7.69","0","4","0.00","12.50","85.07","0.976","9","21","99","117","8.33","17","29","115","12.88"
"479","Blake Pietila","N.J","L","10","12.35","3","16","15.79","3","12","20.00","2","10","16.67","0","0","-","0.29","1.11","20.75","3","8","27.27","2","5","28.57","0","0","-","1","3","25.00","0","0","-","0","7","0.00","0","0","-","0.00","100.00","1.000","0","5","9","6","0.00","1","6","11","8.33"
"738","Blake Speers","N.J","C","3","3.35","0","5","0.00","0","4","0.00","0","3","0.00","0","0","-","0","0.22","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","1","5","0.00","0","0","1","0.00"
"120","Blake Wheeler","WPG","R","82","114.83333333333","41","210","16.33","35","151","18.82","28","111","20.14","4","16","20.00","3.16","13.64","18.79","27","109","19.85","16","45","26.23","4","6","40.00","11","64","14.67","0","5","0.00","11","88","11.11","0","5","0.00","14.29","85.59","0.999","4","19","98","102","3.92","7","25","118","5.60"
"663","Bo Horvat","VAN","C","81","148.76666666667","23","302","7.08","22","240","8.40","18","182","9.00","2","28","6.67","1.58","20.94","7.02","14","188","6.93","7","70","9.09","2","15","11.76","7","118","5.60","0","8","0.00","7","111","5.93","0","5","0.00","11.11","84.62","0.957","4","9","113","108","3.42","12","16","154","7.23"
"151","Bobby Ryan","OTT","R","62","2.2666666666667","0","3","0.00","0","2","0.00","0","0","-","0","0","-","0","0.04","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","-","-","0","1","0","3","-","0","2","0","-"
"502","Boone Jenner","CBJ","C","82","69.916666666667","14","109","11.38","12","77","13.48","11","56","16.42","2","9","18.18","1.5","7.88","15.98","9","51","15.00","3","23","11.54","0","3","0.00","6","28","17.65","1","3","25.00","2","51","3.77","0","3","0.00","18.18","83.93","1.021","3","11","28","81","9.68","3","16","38","7.32"
"68","Boyd Gordon","PHI","C","13","19.833333333333","2","45","4.26","2","29","6.45","1","21","4.55","0","5","0.00","0","2.34","0.15","0","20","0.00","0","10","0.00","0","4","0.00","0","10","0.00","0","0","-","1","21","4.55","0","1","0.00","0.00","76.19","0.762","0","0","24","15","0.00","0","1","29","0.00"
"546","Brad Hunt","NSH, STL","D","12","2.9666666666667","0","2","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.07","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","2","2","1","0.00","0","4","2","0.00"
"189","Brad Marchand","BOS","C, L","80","151.38333333333","36","231","13.48","32","172","15.69","25","126","16.56","5","11","31.25","2.19","15.72","12.21","23","117","16.43","11","49","18.33","4","1","80.00","12","68","15.00","1","7","12.50","9","108","7.69","0","3","0.00","20.00","91.27","1.113","2","7","131","80","1.50","3","15","184","1.60"
